# time, vdd, inp, inn, out
2.507248216309996398e-04,5.253560645460125800e-01,7.685503567380007617e-01,8.450737514169973652e-01,1.409574267496333799e-01
2.516912504723325039e-04,4.924974839406952576e-01,7.666174990553350499e-01,8.518387533063274120e-01,1.143933547430299874e-01
2.528387846241171100e-04,4.534813227800187363e-01,7.643224307517658689e-01,8.598714923688196565e-01,8.161792340645893096e-02
2.540428400882824723e-04,4.125434369983964622e-01,7.619143198234350489e-01,8.682998806179771378e-01,5.289700174649578091e-02
2.564509510166131968e-04,3.306676654351520250e-01,7.570980979667736310e-01,8.851566571162922115e-01,2.428213889485667659e-02
2.584068686454474881e-04,2.641664660547863308e-01,7.531862627091050477e-01,8.988480805181322530e-01,2.019910271301736046e-02
2.600000000000000314e-04,2.099999999999999922e-01,7.500000000000000000e-01,9.100000000000000311e-01,1.972763314477989430e-02
2.602330084558322396e-04,2.099999999999999922e-01,7.476699154416779347e-01,8.960194926500675283e-01,1.888018849765758442e-02
2.606990253674966018e-04,2.099999999999999922e-01,7.430097463250342482e-01,8.680584779502056314e-01,1.659415433375988416e-02
2.616310591908253803e-04,2.099999999999999922e-01,7.336894080917464311e-01,8.121364485504788400e-01,1.189899587703540339e-02
2.628218766478211720e-04,2.099999999999999922e-01,7.217812335217885789e-01,7.406874011307311712e-01,8.108364340298459400e-03
2.643201676161696591e-04,2.099999999999999922e-01,7.067983238383036548e-01,6.507899430298216270e-01,5.273155501026052100e-03
2.663656057678282754e-04,2.099999999999999922e-01,6.863439423217173596e-01,5.280636539303042998e-01,3.322657558783921172e-03
2.685485247399154916e-04,2.099999999999999922e-01,6.645147526008451377e-01,3.970885156050709686e-01,2.537454621489119901e-03
2.700000000000000035e-04,2.099999999999999922e-01,6.500000000000000222e-01,3.099999999999999978e-01,2.470347110618977427e-03
2.702425667439625431e-04,2.226134706860520285e-01,6.456337986086743141e-01,3.184898360386888561e-01,2.551122979046489565e-03
2.707277002318876223e-04,2.478404120581560732e-01,6.369013958260228980e-01,3.354695081160665726e-01,2.857173016266061159e-03
2.716979672077377266e-04,2.982942948023613594e-01,6.194365902607210650e-01,3.694288522708201739e-01,4.782601230905631461e-03
2.728599107636211748e-04,3.587153597083005407e-01,5.985216062548190941e-01,4.100968767267407777e-01,1.208905349277848533e-02
2.743096245555050024e-04,4.341004768862593566e-01,5.724267580009102518e-01,4.608368594426746068e-01,3.906452649700293406e-02
2.760726688951991399e-04,5.257787825503542622e-01,5.406919598864158294e-01,5.225434113319692431e-01,1.101254118594697934e-01
2.776302855469905766e-04,6.067748484435087075e-01,5.126548601541700556e-01,5.770599941446693526e-01,1.665282123430394112e-01
2.794606804046659699e-04,7.019553810426290008e-01,4.797077527160130694e-01,6.411238141633079923e-01,1.546102389363912255e-01
2.800000000000000297e-04,7.299999999999999822e-01,4.700000000000000289e-01,6.600000000000000311e-01,1.424672131290279642e-01
2.801860167206288730e-04,7.234894147779904472e-01,4.668377157493097118e-01,6.486529800416405145e-01,1.400072645417730632e-01
2.805580501618866137e-04,7.104682443339694897e-01,4.605131472479280785e-01,6.259589401249182616e-01,1.351822867966551434e-01
2.813021170444020952e-04,6.844259034459275748e-01,4.478640102451648675e-01,5.805708602914738670e-01,1.259991984350970207e-01
2.827902508094330041e-04,6.323412216698456323e-01,4.225657362396393335e-01,4.897947006245881307e-01,1.109832629574631496e-01
2.847396193164971191e-04,5.641133239226013840e-01,3.894264716195492970e-01,3.708832216936767678e-01,1.411020422472522573e-01
2.867294190377140859e-04,4.944703336800073679e-01,3.555998763588607559e-01,2.495054386994414730e-01,2.934454804671959849e-01
2.886295105076049842e-04,4.279671322338257644e-01,3.232983213707154024e-01,1.335998590360963911e-01,4.172121162773487213e-01
2.900000000000000017e-04,3.800000000000000044e-01,3.000000000000000444e-01,5.000000000000000278e-02,4.041452002546005451e-01
2.902416019172781203e-04,3.954625227057995684e-01,3.130465035330184387e-01,5.507364026284047864e-02,4.018437311710688076e-01
2.907248057518343576e-04,4.263875681173986409e-01,3.391395105990551717e-01,6.522092078852143038e-02,4.070747796413580200e-01
2.916912134209468863e-04,4.882376589406003387e-01,3.913255247311315799e-01,8.551548183988449958e-02,4.576190960686317144e-01
2.936240287591718894e-04,6.119378405870001814e-01,4.956975529952814541e-01,1.261046039426094723e-01,5.904759704175245316e-01
2.955691280149690971e-04,7.364241929580210844e-01,6.007329128083302994e-01,1.669516883143506991e-01,7.151366060660561130e-01
2.994593265265635667e-04,9.853968977000666651e-01,8.108036324344312096e-01,2.486458570578343741e-01,9.642303628305290975e-01
3.000000000000000279e-04,1.020000000000000018e+00,8.399999999999999689e-01,2.600000000000000089e-01,9.987960334602458135e-01
3.003046546707088555e-04,1.005985885147393954e+00,8.406093093414176431e-01,2.566487986222029116e-01,1.002308963951226373e+00
3.009139640121265107e-04,9.779576554421817169e-01,8.418279280242529916e-01,2.499463958666086616e-01,9.908426277207457167e-01
3.021325826949618210e-04,9.219011960317572418e-01,8.442651653899235775e-01,2.365415903554202171e-01,9.338079499352919255e-01
3.045698200606324416e-04,8.097882772109084026e-01,8.491396401212648604e-01,2.097319793330433280e-01,8.222986956185528440e-01
3.073935228587914626e-04,6.798979484955931518e-01,8.547870457175829051e-01,1.786712485532939709e-01,6.922716637651761262e-01
3.099999999999999999e-04,5.600000000000000533e-01,8.599999999999999867e-01,1.499999999999999944e-01,5.734482300946218691e-01
3.102643919617047207e-04,5.626439196170472945e-01,8.420213466040790129e-01,1.695650051661492796e-01,5.684103129812959621e-01
3.107931758851141622e-04,5.679317588511416659e-01,8.060640398122370653e-01,2.086950154984478500e-01,5.654668675186490523e-01
3.118507437319330451e-04,5.785074373193304087e-01,7.341494262285532812e-01,2.869550361630449631e-01,5.749828239541501240e-01
3.139658794255708652e-04,5.996587942557085604e-01,5.903201990611819383e-01,4.434750774922432415e-01,5.883599616412136246e-01
3.162904185858202979e-04,6.229041858582028413e-01,4.322515361642209064e-01,6.154909753507007419e-01,3.679408084622694530e-01
3.185984817226064267e-04,6.459848172260640453e-01,2.753032428627645301e-01,7.862876474728739407e-01,4.123769648996059717e-02
3.196506455655980937e-04,6.565064556559807585e-01,2.037561015393314356e-01,8.641477718542570630e-01,8.773084781863244724e-03
3.200000000000000262e-04,6.600000000000000311e-01,1.799999999999999933e-01,8.900000000000000133e-01,1.421815986153751252e-02
3.200572023630919973e-04,6.588559527381605552e-01,1.794851787321722625e-01,8.898283929107241308e-01,1.422428751731682171e-02
3.201716070892759395e-04,6.565678582144817144e-01,1.784555361965167730e-01,8.894851787321722547e-01,1.422116029134475219e-02
3.204004165416437697e-04,6.519916691671251430e-01,1.763962511252062937e-01,8.887987503750687246e-01,1.414303917978860896e-02
3.208580354463794844e-04,6.428392910724107789e-01,1.722776809825848354e-01,8.874258936608616644e-01,1.388415815420769063e-02
3.217732732558509137e-04,6.245345348829821619e-01,1.640405406973419744e-01,8.846801802324473218e-01,1.335887666995863587e-02
3.236037488747937180e-04,5.879250225041260380e-01,1.475662601268566687e-01,8.791887533756188589e-01,1.246290403792139033e-02
3.272647001126793268e-04,5.147059977464135683e-01,1.146176989858861128e-01,8.682058996619620439e-01,1.107878731673150353e-02
3.299999999999999982e-04,4.600000000000000200e-01,8.999999999999999667e-02,8.599999999999999867e-01,1.027385285001505139e-02
3.302667168871557162e-04,4.789368989880559702e-01,1.158715380541045781e-01,8.674680728403600938e-01,1.071687816347648495e-02
3.308001506614671522e-04,5.168106969641678150e-01,1.676146141623137409e-01,8.824042185210803080e-01,1.230954865110303782e-02
3.318670182100899699e-04,5.925582929163876189e-01,2.711007663787268207e-01,9.122765098825190710e-01,2.405200017655547903e-02
3.328933532937481104e-04,6.654280838561154043e-01,3.706552694935661973e-01,9.410138922249469129e-01,6.449865086097764100e-02
3.341663129811756430e-04,7.558082216634700590e-01,4.941323591740365284e-01,9.766567634729177438e-01,1.522595347760728746e-01
3.360318217280206790e-04,8.882593426894672684e-01,6.750867076180046000e-01,1.028891008384578587e+00,2.921081915725734501e-01
3.380801084501363924e-04,1.033687699959682460e+00,8.737705196632281623e-01,1.086243036603818490e+00,4.484143925298508249e-01
3.400000000000000244e-04,1.169999999999999929e+00,1.060000000000000053e+00,1.140000000000000124e+00,6.002266100417203987e-01
3.404096573444231563e-04,1.134359811035187349e+00,1.033372272612496312e+00,1.110914328545957730e+00,5.967965697051669238e-01
3.412289720332694200e-04,1.063079433105562188e+00,9.801168178374891626e-01,1.052742985637872719e+00,5.696257339973697098e-01
3.428676014109620016e-04,9.205186772463072042e-01,8.736059082874709780e-01,9.364002998216991447e-01,4.810976550534313834e-01
3.454646022756796032e-04,6.945796020158753192e-01,7.048008520808264343e-01,7.520132384267488312e-01,3.168838318987057256e-01
3.489941110907091005e-04,3.875123351083081813e-01,4.753827791039084705e-01,5.014181125596537392e-01,3.953712543915346989e-02
3.499999999999999964e-04,3.000000000000000444e-01,4.100000000000000311e-01,4.299999999999999933e-01,2.520785578907171979e-03
3.500047476077710511e-04,2.998955526290368323e-01,4.103038468973475017e-01,4.301234378020474258e-01,2.558265352019935442e-03
3.500142428233132146e-04,2.996866578871092424e-01,4.109115406920459956e-01,4.303703134061436786e-01,2.631363847971288951e-03
3.500332332543974875e-04,2.992688684032552282e-01,4.121269282814394308e-01,4.308640646143347408e-01,2.764048944445699884e-03
3.500712141165660874e-04,2.984332894355460342e-01,4.145577034602298538e-01,4.318515670307183640e-01,2.981402885471277648e-03
3.501471758409032331e-04,2.967621315001288673e-01,4.194192538178071472e-01,4.338265718634841117e-01,3.268277684245070747e-03
3.502990992895775786e-04,2.934198156292932569e-01,4.291423545329652312e-01,4.377765815290171059e-01,3.478602398403043104e-03
3.505778090914664878e-04,2.872881999877372472e-01,4.469797818538553957e-01,4.450230363781287335e-01,3.340623543248745931e-03
3.508720942056103376e-04,2.808139274765725779e-01,4.658140291590617266e-01,4.526744493458688123e-01,3.019433082075163258e-03
3.513281367570863763e-04,2.707809913440997751e-01,4.950007524535281478e-01,4.645315556842458116e-01,2.619160039561304471e-03
3.519851994335832261e-04,2.563256124611690834e-01,5.370527637493264228e-01,4.816151852731638261e-01,2.300306057059514457e-03
3.532993247865768714e-04,2.274148546953089767e-01,6.211567863409195311e-01,5.157824444509985229e-01,2.476934483483612167e-03
3.559275754925641621e-04,1.695933391635887355e-01,7.893648315241056368e-01,5.841169628066679165e-01,6.615792142926632882e-03
3.598522368273749544e-04,8.325078979775152321e-02,1.040543156951995618e+00,6.861581575117483567e-01,3.976804029995963108e-02
3.600000000000000227e-04,8.000000000000000167e-02,1.050000000000000044e+00,6.900000000000000577e-01,4.211997030048247187e-02
3.600702796704966543e-04,8.288146649036189084e-02,1.046977974168644909e+00,6.922489494558922152e-01,4.292918115141789587e-02
3.602108390114899176e-04,8.864439947108566920e-02,1.040933922505934639e+00,6.967468483676766411e-01,4.400100082207047958e-02
3.604919576934763900e-04,1.001702654325310055e-01,1.028845819180516319e+00,7.057426461912437166e-01,4.372891654762914998e-02
3.610541950574493891e-04,1.232219973554239123e-01,1.004669612529677458e+00,7.237342418383796439e-01,3.897789941257922414e-02
3.618016230387962554e-04,1.538665445906453599e-01,9.725302093317622631e-01,7.476519372414793807e-01,3.146342370086529366e-02
3.627561870811929793e-04,1.930036703289109146e-01,9.314839555087032208e-01,7.781979865981744071e-01,2.498686078856386661e-02
3.641680246973886658e-04,2.508890125929338910e-01,8.707749380122888905e-01,8.233767903164362911e-01,2.079724080446969034e-02
3.669916999297800388e-04,3.666596971209798994e-01,7.493569030194601188e-01,9.137343977529599481e-01,3.121818664994491926e-02
3.700000000000000489e-04,4.899999999999999911e-01,6.199999999999999956e-01,1.010000000000000009e+00,1.036498500796437100e-01
3.705647350464783127e-04,4.996004957901304944e-01,5.855511621648258336e-01,9.806337775831301951e-01,1.128869886989292970e-01
3.716942051394348401e-04,5.188014873703915564e-01,5.166534864944773986e-01,9.219013327493905674e-01,1.230895287185092835e-01
3.734411321829987228e-04,5.484992471109776391e-01,4.100909368370803110e-01,8.310611264840684909e-01,1.003967935471406364e-01
3.753327432430767613e-04,5.806566351323043662e-01,2.947026621723196071e-01,7.326973513600101295e-01,3.258904027579757195e-02
3.766409782735226537e-04,6.028966306498846350e-01,2.149003253151199888e-01,6.646691297768235751e-01,5.928725176071471779e-03
3.779264455567272552e-04,6.247495744643629667e-01,1.364868210396390502e-01,5.978248310501841356e-01,2.986241420168098386e-03
3.784571459303125510e-04,6.337714808153129820e-01,1.041140982509358714e-01,5.702284116237485989e-01,9.808043421397879061e-04
3.788859744223017196e-04,6.410615651791288228e-01,7.795556023959659964e-02,5.479293300403118572e-01,8.556746420055678015e-04
3.792447174640874792e-04,6.471601968894867829e-01,5.607223469066513477e-02,5.292746918674522405e-01,5.857677956593304721e-04
3.796272460889767815e-04,6.536631835126049950e-01,3.273798857241771998e-02,5.093832033732085263e-01,4.085099769249522718e-04
3.800000000000000209e-04,6.600000000000000311e-01,1.000000000000000021e-02,4.899999999999999911e-01,2.823221909620499907e-04
3.800726121970601518e-04,6.594191024235189769e-01,1.588158796187058922e-02,4.867324511322941305e-01,2.695845097448630861e-04
3.802178365911804679e-04,6.582573072705564243e-01,2.764476388561615955e-02,4.801973533968799113e-01,2.459424678583229090e-04
3.805082853794210999e-04,6.559337169646314303e-01,5.117111573310729328e-02,4.671271579260514728e-01,2.115602784193132261e-04
3.810891829559023640e-04,6.512865363527813312e-01,9.822381942808956767e-02,4.409867669843946514e-01,2.497402508695961785e-04
3.818753042522022071e-04,6.449975659823825591e-01,1.618996444283767044e-01,4.056113086509018362e-01,1.067760896316703430e-03
3.827154419127038560e-04,6.382764646983694057e-01,2.299507949290101050e-01,3.678051139283277093e-01,5.735290648973018213e-03
3.836368578472882924e-04,6.309051372216939457e-01,3.045854856303492064e-01,3.263413968720282332e-01,2.828158827976968992e-02
3.846724176627938012e-04,6.226206586976498203e-01,3.884658306862952548e-01,2.797412051742804162e-01,1.271842866526504134e-01
3.858525490727341160e-04,6.131796074181273815e-01,4.840564748914605309e-01,2.266352917269663925e-01,3.298989033291429007e-01
3.872044500395574202e-04,6.023643996835409409e-01,5.935604532041478532e-01,1.657997482199178307e-01,5.487272183043053753e-01
3.889857837543179596e-04,5.881137299654566331e-01,7.378484840997512340e-01,8.563973105569377964e-02,6.059224763268351577e-01
3.900000000000000471e-04,5.799999999999999600e-01,8.200000000000000622e-01,4.000000000000000083e-02,5.768117880095944283e-01
3.901812838095667464e-04,5.852572304774342760e-01,8.238069600009008120e-01,5.758452952796987157e-02,5.798366772707840289e-01
3.905438514287001448e-04,5.957716914323027968e-01,8.314208800027020896e-01,9.275358858390962691e-02,5.874587764290143399e-01
3.912689866669668876e-04,6.168006133420383952e-01,8.466487200063037566e-01,1.630917066957838502e-01,6.072824725692747005e-01
3.927192571435004272e-04,6.588584571615112573e-01,8.771044000135082008e-01,3.037679429195375702e-01,6.494718144344120425e-01
3.956197980965674523e-04,7.429741448004552051e-01,9.380157600279158681e-01,5.851204153670398478e-01,7.305909192827169107e-01
3.991264507648166677e-04,8.446670721796827319e-01,1.011655466061149644e+00,9.252657241872146443e-01,5.821409000526873712e-01
4.000000000000000192e-04,8.699999999999999956e-01,1.030000000000000027e+00,1.010000000000000009e+00,5.001668530667841006e-01
4.003582602322492334e-04,8.502956872262932286e-01,9.988313597943184741e-01,9.960278509422806348e-01,4.753889622170051621e-01
4.010747806967476618e-04,8.108870616788798058e-01,9.364940793829553689e-01,9.680835528268421086e-01,4.295258881552658226e-01
4.025078216257444645e-04,7.320698105840558467e-01,8.118195185602339325e-01,9.121949565959669437e-01,3.471622193413130275e-01
4.053739034837381240e-04,5.744353083944049310e-01,5.624703969147861748e-01,8.004177641342145044e-01,1.848114606851362640e-01
4.087783170072331758e-04,3.871925646021776024e-01,2.662864203707173694e-01,6.676456367179077755e-01,1.940090809697439175e-02
4.100000000000000454e-04,3.200000000000000067e-01,1.600000000000000033e-01,6.199999999999999956e-01,9.540835207660364062e-04
4.100117998076325057e-04,3.200943984610596926e-01,1.607315880732125557e-01,6.202123965373842474e-01,1.070449713690854471e-03
4.100353994228974263e-04,3.202831953831790646e-01,1.621947642196376327e-01,6.206371896121528620e-01,1.287873693249948475e-03
4.100825986534272676e-04,3.206607892274178084e-01,1.651211165124877867e-01,6.214867757616899802e-01,1.646979598980315021e-03
4.101769971144870043e-04,3.214159769158956848e-01,1.709738210981914808e-01,6.231859480607652158e-01,2.173229465359321870e-03
4.103657940366064235e-04,3.229263522928510488e-01,1.826792302695955106e-01,6.265842926589147988e-01,2.879505185608606695e-03
4.105974777987654633e-04,3.247798223901233738e-01,1.970436235234560018e-01,6.307546003777775301e-01,3.561848347242368377e-03
4.109783747642710428e-04,3.278269981141679890e-01,2.206592353848020049e-01,6.376107457568780390e-01,4.722468296050212622e-03
4.116150507711111603e-04,3.329204061688889604e-01,2.601331478088894089e-01,6.490709138800001554e-01,6.693550874749055676e-03
4.128884027847913411e-04,3.431072222783304593e-01,3.390809726570608307e-01,6.719912501262435001e-01,9.951645572567698397e-03
4.150256693006312120e-04,3.602053544050494716e-01,4.715914966391331342e-01,7.104620474113612083e-01,1.470717188126724299e-02
4.185968027711766022e-04,3.887744221694126590e-01,6.930017718129479753e-01,7.747424498811784632e-01,2.719100622618785337e-02
4.200000000000000174e-04,4.000000000000000222e-01,7.800000000000000266e-01,8.000000000000000444e-01,3.519129349847312238e-02
4.201268255053744482e-04,4.095119129030823646e-01,7.707417381076665519e-01,7.982244429247580264e-01,3.694869986777442328e-02
4.203804765161232556e-04,4.285357387092429970e-01,7.522252143230035992e-01,7.946733287742746565e-01,4.250267275476501266e-02
4.208877785376209245e-04,4.665833903215682588e-01,7.151921667536735860e-01,7.875711004733073617e-01,6.301468792165784705e-02
4.219023825806162624e-04,5.426786935462187822e-01,6.411260716150137817e-01,7.733666438713725499e-01,1.247109486421503211e-01
4.229571957761756084e-04,6.217896832131699636e-01,5.641247083391812689e-01,7.585992591335416479e-01,1.868094979338736084e-01
4.240503660271565355e-04,7.037774520367398035e-01,4.843232800175733543e-01,7.432948756198086704e-01,1.698689666113229191e-01
4.252112482126198831e-04,7.908436159464911075e-01,3.995788804787487880e-01,7.270425250233216730e-01,9.695566579745601432e-02
4.260279776106287806e-04,8.520983207971586371e-01,3.399576344240990977e-01,7.156083134511971311e-01,5.677069521714978723e-02
4.270761788755687372e-04,9.307134156676555303e-01,2.634389420834820639e-01,7.009334957420376711e-01,1.867981025652971916e-02
4.285383120923668787e-04,1.040373406927516564e+00,1.567032172572173643e-01,6.804636307068636647e-01,3.526914655850984549e-03
4.288911413246612671e-04,1.066835599349595709e+00,1.309466832997270291e-01,6.755240214547422184e-01,3.333662915181348062e-03
4.292966538716229885e-04,1.097249040371724771e+00,1.013442673715212461e-01,6.698468457972780454e-01,2.685890007114866227e-03
4.297717778284078729e-04,1.132883337130591306e+00,6.666021852622461275e-02,6.631951104022897336e-01,2.390795455560409521e-03
4.299999999999999894e-04,1.150000000000000133e+00,5.000000000000000278e-02,6.600000000000000311e-01,2.276142875807156494e-03
4.300484724149307826e-04,1.146461513710052227e+00,5.256903799133203631e-02,6.600000000000000311e-01,2.269774501695960827e-03
4.301454172447923149e-04,1.139384541130160411e+00,5.770711397399323067e-02,6.600000000000000311e-01,2.258914650590577392e-03
4.303393069045154335e-04,1.125230595970372782e+00,6.798326593931848516e-02,6.600000000000000311e-01,2.248171398232347035e-03
4.307270862239616165e-04,1.096922705650801522e+00,8.853556986996613531e-02,6.600000000000000311e-01,2.266283884734538682e-03
4.315026448628539826e-04,1.040306925011659001e+00,1.296401777312614079e-01,6.600000000000000311e-01,2.508391983190695965e-03
4.327993380956199560e-04,9.456483190197431110e-01,1.983649190678578034e-01,6.600000000000000311e-01,4.642553957727539420e-03
4.341338991562054502e-04,8.482253615970021254e-01,2.690966552788888189e-01,6.600000000000000311e-01,1.396511487764103693e-02
4.356677255211988792e-04,7.362560369524820958e-01,3.503894526235403206e-01,6.600000000000000311e-01,4.621478764887691076e-02
4.376150951148601378e-04,5.940980566152105347e-01,4.536000410875867250e-01,6.600000000000000311e-01,1.173665862130008897e-01
4.389605434133295376e-04,4.958803308269446042e-01,5.249088009064647453e-01,6.600000000000000311e-01,1.109797214331299797e-01
4.400000000000000157e-04,4.199999999999999845e-01,5.799999999999999600e-01,6.600000000000000311e-01,5.297938260852034370e-02
4.401442641950660041e-04,4.204327925851979453e-01,5.716326766861725694e-01,6.595672074148020148e-01,4.701583035082548823e-02
4.404327925851979808e-04,4.212983777555938669e-01,5.548980300585178993e-01,6.587016222444060931e-01,3.945200155491873639e-02
4.410098493654619344e-04,4.230295480963857657e-01,5.214287368032085590e-01,6.569704519036142498e-01,3.695983202529058709e-02
4.415775111336030711e-04,4.247325334008091868e-01,4.885043542510225101e-01,6.552674665991908842e-01,3.787797267136305823e-02
4.422095328423936828e-04,4.266285985271809911e-01,4.518470951411669434e-01,6.533714014728190245e-01,3.827516655308995513e-02
4.434358565568704072e-04,4.303075696706111786e-01,3.807203197015167073e-01,6.496924303293888370e-01,3.698980471879170784e-02
4.451952236489277286e-04,4.355856709467831878e-01,2.786770283621918254e-01,6.444143290532168278e-01,1.971583796523868407e-02
4.466758415042019884e-04,4.400275245126059609e-01,1.928011927562844896e-01,6.399724754873939991e-01,4.821742507881912262e-03
4.473541927952777485e-04,4.420625783858332380e-01,1.534568178738903166e-01,6.379374216141667775e-01,3.035640878877482116e-03
4.479584967703493939e-04,4.438754903110482264e-01,1.184071873197347635e-01,6.361245096889518447e-01,2.157003380278167681e-03
4.486386399822344805e-04,4.459159199467034873e-01,7.895888103039960804e-02,6.340840800532965282e-01,1.784437358070487369e-03
4.494188709721409661e-04,4.482566129164229363e-01,3.370548361582337282e-02,6.317433870835770238e-01,1.585492755561428721e-03
4.499999999999999877e-04,4.500000000000000111e-01,0.000000000000000000e+00,6.300000000000000044e-01,1.519655663272751790e-03
4.500938244582350150e-04,4.488741065011797038e-01,7.505956658802168460e-03,6.258717238376587666e-01,1.462748464202505037e-03
4.502814733747050697e-04,4.466223195035390336e-01,2.251786997640650712e-02,6.176151715129764019e-01,1.350242027695228468e-03
4.506567712076451791e-04,4.421187455082577489e-01,5.254169661161517402e-02,6.011020668636116726e-01,1.148830479068754708e-03
4.514073668735253978e-04,4.331115975176951238e-01,1.125893498820325078e-01,5.680758575648821029e-01,9.657287078385006027e-04
4.522997126022792417e-04,4.224034487726490150e-01,1.839770081823398629e-01,5.288126454997130743e-01,2.129792570971382731e-03
4.531360971460343602e-04,4.123668342475876325e-01,2.508877716827491722e-01,4.920117255744879681e-01,7.823697879259097071e-03
4.541563067399974904e-04,4.001243191200301030e-01,3.325045391997993871e-01,4.471225034401103970e-01,1.911928115009301626e-02
4.550056095198812614e-04,3.899326857614248687e-01,4.004487615905009124e-01,4.097531811252245193e-01,2.271270277194478715e-02
4.560158540467692222e-04,3.778097514387693812e-01,4.812683237415375515e-01,3.653024219421543428e-01,2.132446845022763215e-02
4.570113418855442948e-04,3.658638973734685829e-01,5.609073508435431510e-01,3.215009570360513047e-01,2.236866796114639691e-02
4.581410600516104027e-04,3.523072793806752978e-01,6.512848041288314960e-01,2.717933577291427039e-01,2.785952954174954893e-02
4.600000000000000139e-04,3.300000000000000155e-01,8.000000000000000444e-01,1.900000000000000022e-01,4.744126871065940804e-02
4.602259436332132138e-04,3.297740563667868052e-01,7.828282838757968376e-01,2.049122797920712447e-01,4.994639468344579808e-02
4.606778308996396678e-04,3.293221691003603846e-01,7.484848516273862051e-01,2.347368393762172822e-01,5.299160661405769024e-02
4.615816054324925759e-04,3.284183945675074323e-01,6.797979871305650512e-01,2.943859585445093852e-01,4.059476742417022360e-02
4.625292827694004946e-04,3.274707172305995062e-01,6.077745095255630003e-01,3.569326627804321750e-01,1.547538475326086516e-02
4.631257920117629176e-04,3.268742079882370755e-01,5.624398071060187076e-01,3.963022727763522157e-01,8.040590159447339250e-03
4.637031866715822059e-04,3.262968133284178118e-01,5.185578129597525621e-01,4.344103203244253364e-01,7.186800583733477486e-03
4.640750015969149198e-04,3.259249984030850866e-01,4.902998786344663351e-01,4.589501053963845334e-01,6.858024246206150844e-03
4.646111240234644321e-04,3.253888759765355965e-01,4.495545742167032510e-01,4.943341855486524383e-01,6.637914804866499804e-03
4.656833688765634025e-04,3.243166311234366161e-01,3.680639653811812462e-01,5.651023458531847510e-01,6.670346193804937117e-03
4.673334836700356694e-04,3.226665163299643480e-01,2.426552410772886414e-01,6.740099222223545627e-01,6.533027961125237836e-03
4.692054333566144731e-04,3.207945666433855147e-01,1.003870648972992052e-01,7.975586015365558890e-01,6.642397074385868530e-03
4.699999999999999859e-04,3.200000000000000067e-01,4.000000000000000083e-02,8.499999999999999778e-01,8.718607867421910088e-03
4.701056202801029557e-04,3.281327615679285881e-01,5.119574969091470612e-02,8.439796440341307271e-01,8.772646870125407753e-03
4.703168608403088952e-04,3.443982847037858064e-01,7.358724907274410976e-02,8.319389321023923367e-01,8.563313672946057734e-03
4.707393419607208284e-04,3.769293309755044064e-01,1.183702478364086763e-01,8.078575082389123363e-01,7.441177857205224545e-03
4.712374474336333309e-04,4.152834523897668273e-01,1.711694279651335415e-01,7.794654962828998501e-01,6.702865021098396159e-03
4.718407223060538448e-04,4.617356175661460060e-01,2.351165644417075040e-01,7.450788285549309053e-01,9.181768782602812290e-03
4.725565960444519744e-04,5.168578954228015832e-01,3.109991807119086293e-01,7.042740254662378518e-01,2.466721564898348082e-02
4.733646037654833994e-04,5.790744899422207714e-01,3.966479991412389938e-01,6.582175853674470112e-01,7.000727878571399998e-02
4.744531005985374813e-04,6.628887460873844617e-01,5.120286634449707774e-01,5.961732658833648335e-01,1.590525560511777403e-01
4.756502765809211852e-04,7.550712967309288759e-01,6.389293175776423750e-01,5.279342348874942470e-01,3.124278641611988316e-01
4.769303147070013196e-04,8.536342324390984171e-01,7.746133589421355659e-01,4.549720617009271328e-01,5.479167373225609650e-01
4.783244720215102806e-04,9.609843456562874309e-01,9.223940342800841519e-01,3.755050947739170253e-01,8.200351272117963886e-01
4.800000000000000664e-04,1.090000000000000080e+00,1.100000000000000089e+00,2.800000000000000266e-01,1.057827145719213879e+00
4.802788314629018369e-04,1.067414651504956735e+00,1.079366471745269118e+00,2.841824719435265822e-01,1.062301576163203087e+00
4.808364943887054321e-04,1.022243954514865605e+00,1.038099415235803180e+00,2.925474158305804706e-01,1.043230276590157990e+00
4.819518202403126226e-04,9.319025605346834551e-01,9.555653022168713040e-01,3.092773036046883028e-01,9.518632415847538830e-01
4.841567767370756094e-04,7.533010842968819176e-01,7.923985214564106538e-01,3.423516510561329662e-01,7.739630639569784476e-01
4.861970156558865336e-04,5.880417318731975262e-01,6.414208414644027023e-01,3.729552348382967897e-01,6.074128806326376528e-01
4.894923775541682766e-04,3.211174181123770399e-01,3.975640609915542800e-01,4.223856633125228077e-01,1.727929599628618695e-01
4.900000000000000926e-04,2.800000000000000266e-01,3.599999999999999867e-01,4.299999999999999933e-01,8.158135257182069777e-02
4.900627177986148020e-04,2.784320550346322531e-01,3.643275281044149883e-01,4.308780491806059598e-01,7.081618266587791366e-02
4.901881533958442208e-04,2.752961651038967617e-01,3.729825843132449359e-01,4.326341475418178373e-01,5.044479407494861095e-02
4.904390245903030585e-04,2.690243852424257787e-01,3.902926967309048867e-01,4.361463442642415922e-01,2.056777738177530818e-02
4.907742375459529880e-04,2.606440613511774584e-01,4.134223906707502061e-01,4.408393256433406071e-01,4.137132387352428740e-03
4.909099353264570042e-04,2.572516168385770574e-01,4.227855375255273884e-01,4.427390945703968406e-01,2.810295989587451027e-03
4.910135921134161285e-04,2.546601971645989226e-01,4.299378558257070382e-01,4.441902895878246382e-01,2.278992239293935879e-03
